industry,title,video_id,description
HLS,AWS re:Invent 2024 - Improve clinical trial coverage analysis with generative AI (HLS212),jVu6WQ0qM_k,"In this lightning talk, discover how Huron developed a powerful tool leveraging Amazon Bedrock that streamlines the analysis of complex clinical trial documents, automating the extraction of critical information necessary for back-office support. Integrated with an API to Smartsheet, the tool facilitates over 50 prompts to run and extract data in a single sitting, processing multiple documents simultaneously with precision. It identifies key medical terminology and clinical research language, using the extracted data to accurately determine insurance coverage for insurers and patients participating in clinical trials. Learn how Huron has significantly reduced the manual workload for their consulting team, enhancing both the accuracy and speed of service delivery for clients."
HLS,AWS re:Invent 2024 - Froedtert Health transforms patient engagement with generative AI (HLS214),mlP_oP5LrIQ,"Froedtert & the Medical College of Wisconsin (MCW) built a transformative digital health platform using AWS. This session explores their innovative use of Amazon SageMaker, AWS Lambda, and other services to create AI-driven applications now serving 70,000 patients monthly. Learn how Froedtert & MCW achieved a threefold increase in platform engagement, enhanced preventive care adherence, and accelerated development. Uncover strategies for implementing HIPAA-eligible infrastructure, crafting personalized care recommendations, and integrating self-service tools. Gain insights applying cloud technologies to improve patient experiences and utilizing serverless architecture for deployment of patient-centric solutions in a rapidly evolving healthcare landscape."
HLS,AWS re:Invent 2024 - Creating powerful member experiences: Cigna’s AWS HealthLake journey (HLS220),ZkVqCudak7k,"Discover how Cigna migrated their data interoperability platform to AWS HealthLake to lower TCO, improve platform scalability, and deliver personalized experiences to their members. Learn how Cigna developed a unified data interoperability layer across multiple businesses to power member applications and deliver real-time analytics, allowing for future innovation that will integrate generative AI for advanced insights and personalized care. Gain insights into how Cigna drives innovation, improves patient outcomes, and delivers exceptional value through their industry-leading healthcare solution on AWS."
MAE,AWS re:Invent 2024 - Sky: Enhancing sports experiences with automation and generative AI (MAE202),fJfxCftCF48,"Integrated with Sky TV, NOW TV, and the Sky Sports app, Sky Sports+ is a fully automated end-to-end live events platform that provides up to 100 concurrent live video streams. In this session, discover how Sky Sports+ uses AWS to deliver features for an enhanced immersive viewing experience, exclusive access to documentaries, and a dedicated linear channel. Explore how AWS powered automation, data mesh, acquisition platform, cloud production expansion, and generative AI are used to augment Sky’s platform capabilities across digital and linear channels."
MAE,AWS re:Invent 2024 - Never a slow news day: Transforming 24/7 news operations (MAE204),UcD82jp_tZQ,"News organizations face an increasing number of challenges including streamlining content production, coordinating efforts across distributed teams, driving audience engagement on a growing number of platforms, improving content and resource efficiency, and adopting new tools and workflows—all while covering breaking news. Learn how CBS News and Stations and CNN use AWS to overcome these challenges while providing 24/7/365 news to their viewers. Learn about the technical and transformation strategies for maximizing the value of current and archival content, accelerating workflows, effectively using ML and generative AI, and increasing viewer engagement."
MAE,AWS re:Invent 2024 - Reinventing entertainment (MAE203),DhDjbnv3xog,"The entertainment industry is undergoing a seismic shift, driven by changing audience preferences and new technologies. Organizations are innovating with AWS to captivate audiences through video, gaming, music, and film. Generational preferences for user-generated content and livestreaming have accelerated this evolution, with gaming emerging as a dominant force. Additionally, generative AI is revolutionizing the industry, enabling innovation in advertising, content monetization, and experiences. As consumers demand more interactive experiences, traditional companies are diversifying and exploring new partnerships. Attend this talk to gain insights into the latest trends and learn how industry leaders are using cloud technologies to enhance engagement and monetization."
MAE,AWS re:Invent 2024 - AWS unplugged: Creating music remotely with UMG (MAE205),4MUVsIKg6sA,"Historically, creating music has required the musicians to all be in the same location—but that is changing. Universal Music Group’s (UMG) Republic Records Studios, in partnership with Open Sesame, is working with AWS to provide a synchronous and bidirectional recording system for artists, producers, and songwriters to share assets and ideas securely in a cost-effective and operationally efficient manner. After you learn how it works, experience a live music performance in which a real recording artist reimagines one of their favorite songs, seamlessly collaborating with producers at the world-famous UMG Republic Records Studios in Los Angeles in real time."
MAE,AWS re:Invent 2024 - Optimizing network efficiency & strengthening multicloud connectivity (MAE308),t4Hm3ru9TAI,"The New York Times is migrating its website, core platform, games application, cooking application, and paywall application from another cloud provider to AWS. To ensure a successful migration, minimizing networking overhead and enhancing cross-cloud connectivity are crucial. This session explores the challenges faced when moving applications and data across cloud providers and the methods used to provide interconnectivity such as dedicated interconnects, software-defined networking, and advanced routing protocols prioritizing efficiency and security. The strategies employed during this migration can be applied to facilitate other cloud to AWS migrations and to operate effectively in a multicloud environment."
MAE,"AWS re:Invent 2024 - NHL Unlocked: Live cloud production, sports data, and alternate feeds (MAE201)",neCFSR_KPzU,"As the first professional sports league in North America to produce and distribute a live game entirely in the cloud, the NHL is on the cutting edge of sports production innovation―lowering costs, reducing carbon emissions, and increasing flexibility and creativity. Join this session to hear how the NHL’s investment in live cloud production and the development of engaging analytics allows them to nimbly provide new, creative, and engaging content for fans."
MAE,AWS re:Invent 2024 - Scaling technology for millions of cricket fans on AWS (MAE309),SOgX572YinQ,"In India, cricket has been called a religion and has an army of passionate fans. Discover how Dream Sports leverages AWS to serve India’s cricket frenzy by sharing insights on architecting for 15 million concurrent fantasy sports users during the Indian Premier League (IPL) with microservices, AI/ML, custom security controls, and more. This session unveils architectural strategies for reliable, high-scale operations catering to dedicated sports fans, as well as how to deliver a multimillion-fan experience."
MFG,AWS re:Invent 2024 - Closing the machine-to-cloud gap to jump-start digital transformation (MFG206),GxJw2wctEZE,"Today, the data pipeline between industrial machines (OT) and the cloud (IT) requires many systems to be integrated together to create a unified data foundation, leading to longer lead times to deploy digital transformation projects. In this session, hear how Rehrig Pacific Company jump-started data ingestion from industrial systems and machines using a securely managed industrial edge to cloud. Hear how manufacturers like Rehrig are quickly deriving business value from operational data that is organized and contextualized for use in factory and cloud applications, unlocking use cases such as asset monitoring, predictive maintenance, quality inspection, and energy management."
MFG,AWS re:Invent 2024 - Optimizing production schedules for flexible manufacturing  (MFG101),YRjz81MYuzc,"In today's on-demand economy, custom parts manufacturers face complex challenges in meeting rapidly shifting customer requirements. They must navigate constraints around machine capabilities, material compatibility, maintenance schedules, and order fulfillment timeframes. Gaining comprehensive visibility into plant floor operations through real-time machine telemetry data is crucial. Enterprise-wide telemetry data enables shop-floor optimization analytics, providing a unified view of the production environment. In this lightning talk, learn how manufacturers can leverage AWS services to optimize production schedules, maximize machine utilization, minimize downtime, and efficiently fulfill a diverse mix of custom orders on time while being energy efficient."
MFG,AWS re:Invent 2024 - Empowering the next-generation industrial operator with generative AI (MFG201),wOJIwS43ThM,"Georgia-Pacific (GP) is one of the largest manufacturers of pulp and paper, dispensers, packaging, and wood and gypsum building products. Like many manufacturers, GP faces workforce attrition challenges as senior workers retire and apprentice operators need to upskill quickly. Hear how GP’s Amazon Bedrock–enabled industrial operator assistant provides a natural language interface for machine diagnostic troubleshooting based on unstructured data (SOP docs, machine manuals, etc.) and structured real-time machine data to retrieve and summarize relevant content in minutes. This reduces mean time to resolution by empowering apprentice workers to troubleshoot independently with real-time, contextualized machine data."
MFG,AWS re:Invent 2024 - Running a complex design environment on AWS (MFG205),FwZDdy0lHdM,"Fab (fabrication facility) design requires a complex and sensitive user experience and strong security regulations. In this session, learn how Samsung Electronics, the world-class semiconductor company, has built and operated a design platform on AWS while adhering to high performance and advanced security standards."
MFG,AWS re:Invent 2024 -Volkswagen’s platform strategy enables production performance & quality (MFG207),3uJiILPOXbc,"Quality is critical for automotive manufacturing through all production steps. In this session, learn how Volkswagen changed from a manual to an automatic, machine learning–based quality inspection approach, including label inspection, assembly checks, and crack detection. Hear the details about their scalable and sustainable implementation of more than 100 use cases, explore how Volkswagen’s Digital Production Platform has evolved over the past five years, and get a glimpse of their future vision."
MFG,AWS re:Invent 2024 - How Gousto reduces food waste and increases workforce productivity (MFG202),GMTlqvsbYSs,"In this session, hear how Gousto, a British meal kit retailer, built a scalable Industrial Data Fabric (IDF) to gain real-time and historical operations visibility. Gousto relies on equipment vendors to provide much of their data, which can add complexity, cost, and time delays. To resolve these challenges, AWS and an AWS Partner helped build a modern IDF using AWS IoT SiteWise, AWS IoT Core, and Amazon Monitron. Hear about the business benefits of their unified namespace architecture and how the customer uses advanced analytics, ML, and generative AI on top of their industrial data foundation."
MFG,AWS re:Invent 2024 - Drive innovation by implementing an industrial data strategy (MFG316),pLBBtkR521Y,"To harness the value of data, manufacturers need more than a single database, data lake, or business intelligence service. They need to implement an end-to-end data strategy. AWS can help your organization implement an end-to-end strategy that makes data management easier at every step of the journey, from ingesting, storing, and querying data to analyzing, visualizing, and running ML models. Learn about the AWS Industrial Data Fabric, a well-architected framework that enables manufacturers to accelerate the ingestion of, contextualization of, as well as ability to act on industrial and enterprise data."
NFX,AWS re:Invent 2024 - Scaling and evolving media storage at Netflix with Amazon S3 (NFX302),Nd9ebOzucj4,"Studio applications at Netflix generate petabytes of data consisting of billions of multimedia assets, such as images, videos, and text, that are delivered and stored securely in Amazon S3. In this session, explore the evolution of the media storage layer at Netflix, including organizing, tracking, and managing the access control and lifecycle of these assets. In addition, Netflix’s ever-growing content landscape has presented several challenges in scaling their storage backend infrastructure. Gain valuable insights into how Netflix tackled scaling challenges, and learn what media-specific features they added to effectively serve their media partners and applications."
NFX,AWS re:Invent 2024 - How Netflix benchmarks FMs and LLMs across hardware chipsets (NFX307),zUjWhiRrp0Y,"Netflix deploys various foundation models on standard CPUs and specialized accelerated computing chips from providers like NVIDIA, AWS, AMD, and Intel. Optimizing instance selection based on price and performance is crucial for rightsizing workloads, achieving cost efficiencies, and accurately forecasting infrastructure needs. In this session, hear Netflix’s approach to automating FM performance benchmarking using FMBench, an open source tool developed by AWS. Learn how FMBench simplifies deployment of FMs to Amazon EC2 and FMBench's reporting capabilities, which capture key performance and accuracy metrics, enabling data-driven decisions based on latency, throughput, and cost requirements."
NFX,AWS re:Invent 2024 - Netflix's massive multi-account journey: Year two (NFX402),7eSZj3D9NRE,"Two years ago, Netflix introduced the idea of decoupling AWS Identity and Access Management roles from applications’ underlying compute infrastructure in order to house those identities in workload-specific AWS accounts. This session will describe our approach for transparently replacing workloads’ AWS IAM identities without involvement from application owners, as well as the data and tools needed. Based on Netflix’s learnings from the past two years of implementation and migration work to make this vision a reality, this session discusses the capabilities other AWS customers should prioritize to find success in their multi-account efforts and the quantified risk reduction."
NFX,AWS re:Invent 2024 - Efficient incremental processing with Apache Iceberg at Netflix (NFX303),s1ySnxVg5rk,"Incremental processing substantially reduces compute costs and execution time, leading to fewer failures and less manual intervention. However, enabling it on large-scale data workflows presents significant challenges around scalability, ease of adoption, and user experience. In this session, learn how Apache Iceberg and Netflix Maestro are being leveraged to build an incremental processing solution (IPS) that processes new or changed data, reducing costs and time while ensuring data accuracy and freshness. Combining Iceberg’s metadata capabilities with Maestro’s workflow orchestration allows for the efficient management of late-arriving data and backfills in various different scenarios beyond append-only mode."
NFX,AWS re:Invent 2024 - How Netflix handles sudden load spikes in the cloud (NFX301),TkFyZyxFRBM,"Netflix operates at full active across four AWS Regions, serving their global traffic by intelligently steering users and managing costs via thousands of auto scaling compute server groups. At various times, traffic surges hit their service that could exceed capacity. In this session, walk through how Netflix solves these problems by pairing predictive automated pre-scaling with fast reactive auto scaling in combination with advanced resilience techniques like prioritized load shedding, cross-Region traffic shifting, targeted capacity injection by service criticality, and more. Discover how to maintain a low level of spend while being ready for sudden load spikes."
NFX,AWS re:Invent 2024 - Netflix’s efficient network configuration for millions of containers (NFX306),fmUM9bMoCNE,"Netflix operates a highly efficient cloud computing infrastructure that supports a broad range of applications crucial for our SVOD (Subscription Video on Demand), live streaming, and gaming services. Titus, Netflix’s container management platform, is instrumental in managing business-critical containers within the AWS cloud environment. Proper network configuration for each container is essential to ensure seamless communication between services and connectivity with the external world. This chalk talk discusses IPMan, a system specifically designed and developed by Netflix to address the network setup requirements of millions of containers running daily."
RCG,AWS re:Invent 2024 - Building an AI-powered shopping assistant  (RCG204),6-43vOTi2GI,"Many retailers are turning to AI-powered virtual assistants like Amazon Rufus to help shoppers find and buy the right products. To be effective, it is important that these virtual assistants provide accurate advice that is limited to the product catalog. During this lightning talk, learn how the AWS Generative AI Labs team accomplished just that and how you can build a digital shopping assistant using large language models."
RCG,AWS re:Invent 2024 - Kellanova and WK Kellogg’s cloud-powered transformation with AWS (RCG201),wkrToNXA6lU,"When the global snacking powerhouse Kellanova, formerly known as Kellogg Company, announced the separation of its North American cereal business, WK Kellogg, both companies relied on cloud technologies to power everything from manufacturing to supply chain to pricing. After the split, their CIOs knew they needed to continue to build a dynamic environment on AWS to optimize their SAP workloads, enhance revenue growth management and trade promotion management, and increase sales. In this session, learn the instrumental role AWS played in their journey and how the companies are using the power of the cloud and AI to unlock new opportunities."
RCG,AWS re:Invent 2024 - How US Foods successfully built and scaled a generative AI sales tool  (RCG203),2xZOq5yZqBQ,"Join this session to learn how US Foods, a leading foodservice distributor, built an automated order guide to enable sales productivity using Amazon Bedrock. The VP of Machine Learning Engineering shares how he and his team identified the right use case, quickly built and tested feasibility with a lightweight proof of concept, quantified business impact to secure executive buy-in, and moved to production."
RCG,AWS re:Invent 2024 - How Nykaa automates product descriptions using generative AI (RCG206),z5fpB_7s0ps,"Inaccurate or incomplete online product descriptions can lower a retailer’s conversion rates and impact revenue. Join this session to learn how Nykaa, India’s largest online beauty and personal care retailer, is using machine learning and generative AI to identify product attributes from images and generate standard product descriptions, improving accuracy, productivity, and click-through rates."
SPT,AWS re:Invent 2024 - Launching a new league: The blueprint for tech-driven sports (SPT210),jqQKj9wDLcs,"In this lightning talk, learn how sports leagues and media companies can develop a new class of data-driven products and experiences to reach and entertain today’s fans. Explore the role of data and technology in powering more immersive experiences, personalizing engagement, and even creating new sporting competitions such as TGL, the hybrid-reality golf league being launched by Tiger Woods and Rory McIlroy. Discover how fan data will drive the next wave of sports innovation and further strengthen the connection between leagues, teams, and marketing partners."
SPT,AWS re:Invent 2024 - Driving operational excellence: F1’s AI-fueled race-day transformation (SPT206),6NoyacHWbV0,"Discover how Formula 1 (F1) revolutionized storytelling and race-day operations through innovation powered by AWS. Hear from F1 leadership on fostering a culture of innovation and using new mechanisms and governance models to accelerate product development. Explore F1’s generative AI solutions like Track Pulse, which identifies high-impact stories in real time with rich insights, and the AI-based assistant that streamlines issue resolution during races. Gain insights into F1’s transformation journey and best practices for enabling continual innovation and experimentation."
SPT,AWS re:Invent 2024 - Revolutionizing sports with generative AI: The Bundesliga trailblazer (SPT207),VTuhr6FSY14,"The Bundesliga is pushing boundaries and elevating the sports industry through its pioneering adoption of generative AI. Discover their transformative journey: crafting an impactful generative AI strategy, transforming text-based content into captivating story formats for a global fanbase, serving personalized and localized content to their fans, piloting dynamic, real-time match commentary, and generating personalized stories using match data for international broadcasters. This session offers invaluable insights into the Bundesliga’s trailblazing approach to generative AI and its potential to reshape the sports industry. Witness how cutting-edge generative AI technologies can elevate your organization’s game and captivate audiences like never before."
SPT,AWS re:Invent 2024 - How Arccos Golf is using AWS and generative AI to transform the game (SPT211),qt7SwZy434I,This lightning talk explores how Arccos Golf is using AWS to revolutionize golf through advanced analytics. Learn about the challenges of interpreting complex golf data and how Arccos is addressing this using a sophisticated data pipeline built on AWS. Also see how Arccos employs generative AI on Amazon Bedrock to make these analytics accessible and actionable for golfers of all skill levels. Discover how this innovative approach is transforming the way golfers—from top-ranked professionals to recreational players—understand and improve their games.
SPT,AWS re:Invent 2024 - Security strategies in the ever-evolving media industry (SPT208),kuGnBCq3f0k,"The panel brings together cybersecurity leaders from the Amazon, Draft Kings, and the NHL to discuss the evolving media landscape and their key concerns. The speakers share challenges like cyberattacks on live sports and protecting intellectual property in entertainment. The discussion highlights the importance of cross-industry collaboration, innovative security strategies, and the need for proactive measures to safeguard against emerging threats. The panel also covers the impact of generative AI on security programs, addressing risks such as deepfakes and the need to maintain content integrity and user experience."
SPT,AWS re:Invent 2024 - How the PGA TOUR is transforming live player commentary in golf (SPT209),nB9iUZXJqQk,"In this lightning talk, explore the development of new services designed to transform live golf commentary by delivering real-time insights on each player’s shot. By making complex stats and player trends accessible, the tool elevates the viewing experience, which creates a more engaging and personalized connection to the tournament. Also learn about the critical importance of performing discovery, roadmapping, operationalizing, and building a solid foundation—key steps that ensure successful implementation of generative AI. These strategic elements not only power the tool but also set the stage for scalable, impactful AI-driven innovations in live sports."
TLC,AWS re:Invent 2024 - Breaking barriers: Harnessing generative AI in telecom (TLC207),Fyh5C067WQA,"In this session, discover how generative AI can revolutionize telecommunications—creating inclusive digital experiences across sectors irrespective of abilities, age, socioeconomic status, education level, or location. Learn about AWS collaborations with leaders like NVIDIA and Anthropic in building AI infrastructure for telecommunications companies and independent software vendors. Also explore real-world examples using innovative approaches from BT, SKT, and AT&T in developing AI-driven platforms."
TLC,AWS re:Invent 2024 - Generative AI–powered graph for network digital twin (TLC202),Pz2IlR3s8ss,"Orange, a leading European telco, is pioneering autonomous networks powered by AWS, harnessing digital twins and AI/ML to revolutionize operations. Their innovative solution—built on AWS services like Amazon Bedrock, Amazon Neptune, and Amazon SageMaker—unlocks advanced graph deep learning capabilities to create a robust network digital twin. In this session, learn how Orange’s groundbreaking approach enhances fault monitoring, maintenance, and root cause analysis, driving unparalleled network resilience. Discover how this deployment shapes the future of autonomous networks."
TLC,AWS re:Invent 2024 - SK Telecom's TelClaude: Redefining telco CX with generative AI on AWS (TLC203),pDur8Y724Io,"As South Korea’s largest wireless carrier with over 30 million customers, SK Telecom is pioneering generative AI solutions to elevate customer experiences and drive operational efficiency. In this session, learn how SK Telecom uses the AWS Generative AI Innovation Center to customize and fine-tune Anthropic’s Claude 3 for the telecommunications domain and Korean language. Discover the innovative approaches employed to achieve significant performance boosts in customer service applications while aligning with SK Telecom’s corporate style and tone. Explore the transformative potential of tailored generative AI in redefining telco customer experiences and operational workflows."
TLC,AWS re:Invent 2024 - SK Telecom's TelClaude: Redefining telco CX with generative AI on AWS (TLC203),P3iGwvcjcZk,"As South Korea’s largest wireless carrier with over 30 million customers, SK Telecom is pioneering generative AI solutions to elevate customer experiences and drive operational efficiency. In this session, learn how SK Telecom uses the AWS Generative AI Innovation Center to customize and fine-tune Anthropic’s Claude 3 for the telecommunications domain and Korean language. Discover the innovative approaches employed to achieve significant performance boosts in customer service applications while aligning with SK Telecom’s corporate style and tone. Explore the transformative potential of tailored generative AI in redefining telco customer experiences and operational workflows."
TLC,AWS re:Invent 2024 - O2 Telefónica Germany: 5G Core on AWS (TLC206),ugetY8CCQgA,"Hear from O2 Telefónica about the world's first 5G mobile core network running entirely on AWS Cloud with Nokia. Discover how this cloud-native 5G Core deployment enables superior network agility, scalability, security, and accelerated innovation cycles. Learn how the cloud’s flexibility can transform 5G economics through streamlined operations and new revenue opportunities. Explore the vast possibilities by bringing the 5G core to the cloud, providing an enhanced customer experience, service resilience, and quicker software updates."
TLC,AWS re:Invent 2024 - AI-managed telecom ecosystem: Closer than ever (TLC205),aghlPPPtp2E,"In this lightning talk, discover how Amdocs transformed their SaaS platforms’ development and delivery processes by adopting serverless, AI-powered solutions on AWS. With AI models integrated into their development pipeline, Amdocs streamlined activities such as code generation, testing, and automation, enhanced overall productivity, and reduced manual efforts. Learn how leveraging services like Amazon Bedrock helps Amdocs' deployment teams transform from fixed codebase and complex implementation processes to a generative AI–based tenants creation and customer customization using natural language and simplified experience."
TLC,"AWS re:Invent 2024 - Build transformative, AI-powered telco solutions with AWS (TLC204)",JqNKPtSJe5M,"Join AWS experts Chivas Nambiar, Director of Telecom Business, and Ishwar Parulkar, Chief Technologist, Telecom, to learn how AWS empowers telcos to transform operations end-to-end and to drive growth and innovation with AI-powered solutions. In this session, explore real-world examples of how AWS works with leading telcos to modernize legacy systems, transform networks, unlock new revenue streams, and reimagine customer experiences by leveraging AI and machine learning."
WPS,AWS re:Invent 2024 - Driving transformation for California’s workforce (WPS322),cwuSf7ukjck,"California’s Employment Development Department (EDD) administers essential benefit programs such as unemployment insurance, disability insurance, and paid family leave. Serving one of the largest and most diverse populations in the country, EDD collects and disburses billions of dollars annually. This session dives deep on EDDNext, a comprehensive modernization effort to revamp benefit systems and transform the customer and employee experience. From improving self-service and language access with Amazon Connect to migrating a tax system to AWS that collects over $100 billion annually, learn how EDD is investing in a brighter future for millions of Californians."
WPS,AWS re:Invent 2024 - Practical application of generative AI chatbots in the public sector  (WPS206),nD8rfh06pwI,"Government service delivery is undergoing a significant shift. This session explores the potential of generative AI chatbots as an alternative to traditional service catalogs. Leverage an AWS architecture pattern to delve into chatbots that can comprehend user requests in natural language and provide dynamic, interactive responses. This innovative solution guides users directly to the services they require, streamlining navigation and discovery. The goal is to enhance the customer experience, making services more accessible, user-friendly, and efficient. Participants gain insights into the practical applications of generative AI chatbots and the advancements transforming how citizens interact with government services."
WPS,AWS re:Invent 2024 - Braving the storm: TJRS’s 3-week cloud migration amid disaster (WPS205),srBFjywC6-U,"Facing devastating floods, the Tribunal de Justiça do Rio Grande do Sul (TJRS) urgently migrated their judicial system to AWS in three weeks, expediting their planned eight-month timeline. Learn how AWS and SERPRO provided disaster response support as TJRS moved over 200TB of data, 80 VMs, 50 integrations, and a 12TB database to the cloud despite power outages and flooding. Through this adversity, TJRS was the only justice court in the state that maintained uninterrupted judicial services and transitioned to a more secure, stable, and performant cloud infrastructure."
WPS,AWS re:Invent 2024 - Generative AI for public good: Empowering governments and the UN (WPS104),Ln8aZI2Lkhs,"Explore how the United Nations and governments from around the world are leveraging generative AI for citizen services and social impact. Led by Jeff Kratz, AWS Vice President, Worldwide Public Sector Industry, this session provides cases from Asia, Middle East, Europe, and Latin America. Learn to utilize generative AI models to enhance public sector capabilities. Discover conversational assistants streamlining citizen inquiries, localized content generation promoting inclusivity, and generative AI advancing sustainability goals. Address key considerations for using AI responsibly, mitigating biases, and ensuring transparency and data privacy protection. Witness generative AI’s potential in creating more equitable and resilient societies worldwide."
WPS,AWS re:Invent 2024 - Accelerate business and mission outcomes with AWS Government Regions (WPS315),rewe47vq8xM,"In this lightning talk, learn how AWS Government Regions—AWS GovCloud (US), AWS Secret Region, and AWS Top Secret Regions—help customers accelerate their desired outcomes and the deployment of modern applications while reducing risk compared to legacy on-premises deployments. The AWS Government Regions are purpose-built, compliance-eligible, secure, and scalable cloud infrastructures designed to address mission needs and critical workload requirements for civilian, healthcare, and financial agencies, the US Intelligence Community, the Department of Defense, the defense industrial base, and technology partners and supporting organizations."
WPS,AWS re:Invent 2024 - Boost fundraising with hyper-personalization powered by Amazon Bedrock (WPS201),zDWEFsYgKG4,"Join this session to discover how the University of California, Los Angeles Anderson School of Management used AWS and Anthropic's Claude 3 Sonnet LLM to revolutionize their alumni engagement strategy in partnership with Slalom. Donation conversion increased by 86% and donation size by 26%, improving dollars raised by a staggering 132%. Learn about the architecture that seamlessly integrated customized content with donor data to strategically deliver emails at optimal times, significantly boosting open rates, and maximized outreach effectiveness."
WPS,AWS re:Invent 2024 - How generative AI can transform service delivery (WPS321),Va3muRxMv-I,"This lightning talk covers various generative AI technologies and techniques that can be used by public sector agencies to enhance citizen experiences. Making highly accessible, localized, quality information available to your citizens 24/7 has never been more within reach. This talk briefly explores topics such as curating knowledge stores, building retrieval systems, and adding natural language interfaces to your public services. All of this is easier than ever with the help of AWS solutions and services."
WPS,AWS re:Invent 2024 - Democratizing access to higher education for 1.2 million students (WPS319),oFvOrmlU8vE,"This session demonstrates how the AWS platform was essential to supporting the Unified Selection System (SiSU), enabling 1.27 million students to apply for 460,000 vacancies at 127 public institutions digitally. Understand how the Brazilian Ministry of Education and AWS collaborated to help students gain admission to public higher education institutions in the country, increasing price/performance efficiency and resulting in zero availability issues or infrastructure incidents."
WPS,AWS re:Invent 2024 - The journey and challenges of operationalizing generative AI at FINRA (WPS320),mNNIWz60nTg,"In 2014, FINRA fully embraced AWS and began transforming their business with cloud technology. Today, they manage over an exabyte of data and employ sophisticated analytics and cloud operations to power their regulatory mission. FINRA technology executives are now working through their next transformation with generative AI. Join them as they share their journey of operationalizing generative AI, discussing the people, process, and technology challenges they've encountered and the pilot programs they're scaling across the enterprise, including their innovative developer assistant built on Amazon Q. Learn how FINRA implemented innovation and training programs, risk and prioritization frameworks, and operational tooling to support their journey."
WPS,AWS re:Invent 2024 - Igniting public sector innovation for a better tomorrow (WPS202),WDX44-_tzmE,"The public sector landscape is rapidly shifting, presenting organizations with complex hurdles that demand unprecedented and transformative approaches. Join Dave Levy, Vice President of Worldwide Public Sector at AWS, where he explores how cutting-edge AI and ML solutions are revolutionizing the space. Gain insights from real-world examples and uncover the boundless potential to drive change and forge a brighter future for citizens, constituents, students, service members, patients, and beyond."
WPS,AWS re:Invent 2024 - Armed Forces unite: Connecting data across domains (WPS212),GLITiw4ni_s,"There is no doubt that making quick decisions brings a critical advantage to the US Armed Forces. But doing that securely and safely is a challenge our Department of Defense has set out to solve. Join this session, with leadership from each branch of the Armed Forces, to discuss data-driven strategies to make information accessible, anywhere and anytime, to drive decision-making. Hear how investments in advanced technologies are improving speed, quality, and accuracy, and how receiving the right data at the right time is a vital component to empowering service members."
